theory,4276
mechanics,2353
field,2237
two,2076
states,1470
one,1453
dots,1345
state,1324
systems,1252
dimensional,1118
properties,1090
system,1063
phase,1055
physics,1048
classical,1045
computation,1014
single,968
effect,946
spin,915
mechanical,905
model,866
semiconductor,859
optical,855
hall,792
well,788
time,757
using,746
light,701
first,687
energy,680
entanglement,664
level,661
electron,661
atoms,649
molecular,647
electronic,646
new,630
cavity,627
dot,623
information,621
statistical,613
fields,602
physical,601
structure,590
many,583
present,565
study,543
coherent,538
large,533
x,530
general,509
use,501
based,501
approach,499
shown,488
method,488
momentum,485
group,481
angular,473
coupled,472
atom,458
gravity,457
methods,444
temperature,442
n,439
molecules,439
potential,433
simple,432
dynamics,430
emission,428
effects,421
basis,417
photon,416
low,414
used,411
small,402
high,392
number,391
particles,385
problem,385
three,382
computer,376
applications,375
bulk,375
important,372
p,369
provides,368
fluorescence,368
via,366
dimensions,365
laser,364
developed,362
processes,361
transition,360
show,360
space,360
particle,359
theories,354
phenomena,351
scattering,349
electrodynamics,348
presented,347
gaas,344
measurements,342
description,341
operator,335
self,335
chemical,328
structures,324
function,323
concept,322
described,322
order,320
gap,319
theoretical,318
comprehensive,318
non,316
wells,311
vectors,311
q,310
optics,309
observed,309
review,308
band,306
proposed,306
concepts,305
efficiency,305
macroscopic,301
ground,300
qds,298
relativistic,297
case,297
devices,295
correlation,294
results,290
coupling,290
measurement,288
basic,286
considered,286
wave,286
type,285
complete,285
liquid,285
growth,281
key,279
graduate,278
external,278
also,278
range,278
transfer,278
particular,277
transport,277
matrix,274
spectrum,273
fractional,273
materials,271
nonlinear,271
discussed,269
role,268
since,267
defined,264
certain,263
correlations,263
covariant,261
recent,261
communication,260
text,260
long,256
silicon,254
constant,254
textbook,252
confined,252
control,252
magnetic,251
techniques,250
possible,248
following,248
edition,247
modern,245
teleportation,245
interactions,243
action,242
solar,241
provide,240
current,238
scale,238
become,237
interest,236
threshold,234
double,234
work,233
body,232
independent,231
green,231
carbon,229
ii,229
formulation,229
foundations,229
topological,228
best,228
without,228
fundamental,228
individual,227
account,227
calculation,227
local,227
example,226
tunneling,225
fermions,225
direct,223
decoherence,222
recently,222
distribution,222
performed,221
highly,220
perturbative,220
may,220
aspects,220
area,220
spherical,220
subject,219
gives,218
landau,218
exciton,218
indirect,217
nmr,217
found,217
algorithm,217
components,216
experimental,214
applied,212
natural,212
studied,211
fluctuations,211
different,210
published,210
size,209
historical,208
however,208
qubit,208
electromagnetic,208
wires,208
critical,208
equations,208
due,208
networks,208
experimentally,207
given,206
stochastic,206
hamiltonian,206
excitations,206
development,205
mode,205
density,205
models,204
bit,204
ga,204
terms,203
operators,203
calculations,203
oscillator,201
efficient,201
gas,200
practical,199
interpretation,198
diodes,197
imaging,197
scheme,197
relation,197
chemistry,197
matter,196
exact,196
string,195
e,195
emitting,195
potentials,194
representation,194
analysis,194
geometry,193
made,193
result,192
science,192
novel,192
mathematical,191
remains,191
infinite,191
corresponding,190
radiation,190
even,189
dimension,189
much,187
years,187
canonical,187
propose,187
computers,187
quantization,187
linear,186
property,186
form,186
cdse,186
reality,186
absorption,186
luttinger,185
report,185
z,184
qed,184
includes,183
gates,182
electric,182
box,181
superconducting,181
dependent,179
d,179
called,179
introductory,178
algebra,178
point,178
variety,178
iii,177
observation,176
loop,176
cells,176
supersymmetric,175
perturbation,175
paradox,175
demonstrated,175
nature,174
purely,174
k,173
mixed,173
finite,173
initio,172
dynamical,172
ab,172
analogue,171
islands,171
interaction,171
second,170
black,170
conventional,170
philosophy,170
heisenberg,170
implementation,169
su,169
h,169
technique,168
change,168
spectroscopy,168
manipulation,168
beginning,167
coherence,167
algebras,166
evolution,166
motion,166
splitting,166
strong,166
develop,166
fermi,165
computing,165
error,165
entangled,165
electrical,165
dependence,165
integrals,164
gauge,163
interacting,163
topics,162
relative,162
stark,162
phases,161
formulated,161
force,160
hidden,160
zero,160
lasers,159
chromodynamics,159
presents,158
spectral,158
symmetry,158
yields,158
universe,158
four,157
polynomial,157
confinement,156
crystal,156
classic,156
perspective,156
improved,156
narrow,155
flux,155
develops,154
weak,153
past,153
problems,153
material,153
l,152
background,152
composites,152
effective,151
einstein,151
supersymmetry,151
pure,151
must,150
treatment,150
find,150
numerical,149
constructed,149
part,149
transformations,149
photons,148
factor,148
measured,147
transitions,147
functions,147
crystallites,146
carriers,145
solution,144
de,144
qubits,144
gain,144
crucial,143
multiple,143
pair,143
behavior,143
higher,143
arbitrary,142
excitons,142
conversion,142
nanotubes,142
massless,142
relativity,142
photonic,141
interpretations,141
al,140
polar,140
logic,140
experiments,139
strongly,139
like,139
ions,138
accurate,138
ie,137
requires,137
five,137
algorithms,136
figure,136
peak,136
application,135
invariant,135
main,134
leds,134
microscopic,134
formalism,134
array,133
open,133
describe,133
amount,133
known,133
spectra,133
luminescence,133
theorem,133
relations,133
previous,132
resonance,132
generation,132
great,132
pulses,132
lectures,132
path,131
integral,131
o,130
nm,130
monte,130
carlo,130
renormalization,129
nanocrystal,129
contains,129
diagonal,129
demonstrate,129
photosynthetic,128
leading,128
hole,127
superposition,127
examine,127
semiclassical,127
formed,126
energies,126
thermoelectric,126
processing,125
computations,125
semigroup,125
infrared,124
feynman,124
detailed,124
photoluminescence,123
soluble,123
groups,123
chlorophyll,123
comparison,123
connection,123
dielectric,123
difference,122
database,122
noise,122
original,121
active,120
isolated,120
shor,120
yield,120
vacuum,120
levels,120
source,120
whether,120
standard,119
formula,119
biological,119
goal,119
set,119
associated,119
gradient,118
data,118
consider,118
minimum,118
dramatically,118
appealing,118
polarization,118
neumann,117
evidence,117
conformal,117
von,117
nonclassical,117
measure,117
needed,116
architecture,116
procedure,116
advances,116
fabrication,116
spins,116
enhanced,116
elementary,115
framework,115
generators,115
elements,115
parity,115
significance,114
initial,114
fabricated,114
harmonic,114
chaos,113
suggested,113
investigation,113
continuous,113
polymer,113
derived,113
deterministic,113
rabi,113
excited,112
intensity,112
limited,111
operations,111
principle,111
unified,111
wavefunction,111
charge,111
date,111
require,111
region,111
cytotoxicity,111
scalar,111
means,111
semiconductors,110
universal,110
approximation,109
maximum,109
course,109
world,109
fast,109
adiabatic,109
element,109
mechanism,109
class,109
heterostructures,109
although,109
fluorescent,109
reversal,108
markovian,108
nuclei,108
layers,108
extremely,108
visible,107
law,107
analytic,107
search,107
boson,107
resonant,107
could,107
papers,106
factors,106
condensed,106
trapped,106
microcavity,106
systematic,106
labels,105
discuss,105
principles,104
distance,104
variable,104
quenching,104
podolsky,104
among,104
early,104
rosen,104
m,104
coverage,104
trap,104
inas,103
subjects,103
physicists,103
thermal,103
purpose,103
realized,103
differential,103
rigorous,102
undivided,102
version,102
experiment,102
nuclear,102
protocol,101
requirements,101
special,101
wire,101
promise,101
calculus,100
lagrangian,100
realization,100
way,100
extended,100
eight,100
curved,100
organized,99
graphene,99
noncommutative,99
discord,99
unitary,99
related,99
length,99
vector,98
along,98
ideas,98
strained,98
equation,98
limit,98
antiferromagnet,98
engineered,98
lithography,98
zns,98
lattice,98
explicit,97
sense,97
play,97
significant,97
bell,97
dissolution,96
gate,96
co2,96
wafers,96
medium,96
schwinger,96
values,96
typical,96
electrochemical,96
osti,96
unknown,96
elastic,96
ultracold,95
offers,95
wide,95
qsh,95
controlling,95
b,95
convenient,94
valence,94
diagrams,94
wavelength,94
berry,94
superconductors,94
behaviour,94
quantized,94
tunnelling,94
01,94
equilibrium,94
limits,94
respect,94
upon,94
broad,94
liquids,93
discovery,93
advanced,93
coulomb,93
mirrors,93
developments,93
power,93
lie,93
oscillations,93
correlated,93
magnetization,93
j,93
cartesian,92
make,92
steps,92
observables,92
produce,92
developing,92
selling,92
atomic,92
prepared,92
features,91
manner,91
uncertainty,91
correction,91
understanding,91
explicitly,91
nearly,91
exciting,91
corresponds,91
conclusions,91
essential,91
nanoparticles,91
gravitational,91
cosy,90
intended,90
photodetectors,90
factoring,90
cellular,90
exhibit,90
view,90
cross,90
ion,90
free,89
internal,89
stimulated,89
efficiently,89
possibility,88
analyzed,88
tubes,88
maser,88
nonrelativistic,88
wall,88
separated,87
tolerant,87
john,87
fault,87
expression,87
ensemble,87
points,87
concerned,87
unclear,87
temperatures,86
bits,86
yang,86
grown,86
cooper,86
core,86
jones,86
predictions,86
exclusive,86
combined,86
careful,86
rather,86
reactions,86
finding,86
excitation,86
shell,86
mills,86
connected,86
couplings,85
channel,85
appearance,85
inequality,85
achieved,85
exploiting,85
secure,84
depends,84
devoted,84
merit,84
analogues,84
bi,84
obtain,84
functional,84
education,84
parallel,83
implications,83
moving,83
clusters,83
graphite,83
yellow,82
total,82
brightness,82
blue,82
si,82
industry,82
hyperplane,82
probability,82
heterojunction,82
jsap,82
rapid,82
pulse,81
secret,81
growing,81
derive,81
ten,81
full,81
injection,81
amplifier,81
define,81
sized,81
formation,80
sensitivity,80
detection,80
josephson,80
technologies,80
distinct,80
plant,80
annihilation,80
determined,80
inga,80
bipartite,80
angle,80
detector,80
knowledge,80
boundary,80
flip,80
detail,80
filling,79
directly,79
coefficients,79
edge,79
questions,79
today,79
makes,79
underlying,79
term,79
frequency,79
luminescent,78
variables,78
city,78
expectation,78
filters,78
shifts,78
aqueous,78
conditional,78
response,78
oxford,78
fine,78
license,78
describes,78
transformation,78
bosons,78
chosen,78
university,78
york,78
student,78
brane,78
hermitian,77
nonlocality,77
labeling,77
several,77
wilson,77
c,77
engineering,77
freedom,77
accessible,77
entropy,76
solid,76
fluid,76
hierarchy,76
reducing,76
simulations,76
factorized,76
literature,76
shift,76
proteins,76
empiricist,76
around,76
line,76
incompressible,76
traditional,76
aa,76
theorist,76
effectively,76
ghz,76
dipole,76
beam,76
driving,75
xy,75
nanometre,75
changing,75
spatial,75
contrast,75
projective,75
qd,75
axioms,74
elusive,74
algaas,74
occur,74
bioconjugates,74
color,74
nonequilibrium,74
approaches,74
difficulties,74
sensing,74
series,73
microscopy,73
reference,73
conceptual,73
metal,73
interesting,73
shows,73
considering,73
schrdinger,73
contrary,73
fermion,73
ingan,73
synthesized,73
nanocrystals,72
notion,72
discussions,72
pointed,72
decades,72
scientific,72
determine,72
regimes,72
might,72
interface,72
statistics,72
suitable,71
changes,71
transmit,71
brief,71
rays,71
language,71
progress,71
technology,71
damped,71
design,71
relaxation,71
spinless,71
nanotechnology,71
necessary,71
bond,70
channels,70
quantities,70
identify,70
scaling,70
supermembrane,70
condition,70
cyclic,70
toward,70
manipulating,70
sensitive,70
polymers,70
signal,70
superlattices,70
definitions,70
dissipative,70
introduced,70
room,69
indicated,69
third,69
variational,69
representations,69
contained,69
cadmium,69
resource,69
vertical,69
moreover,69
electrons,69
appears,69
behave,69
relating,69
holes,69
evolutionary,69
inspired,69
neutral,69
every,68
stages,68
forms,68
increase,68
conjugating,68
v,68
numbers,68
orbital,68
construct,68
amplifiers,68
phenomenon,68
transmission,68
resulting,68
explain,68
write,68
society,68
principal,68
co,68
conductance,67
capacity,67
within,67
realistic,67
nonzero,67
process,67
caused,67
sphere,67
hard,67
include,67
plays,67
manipulate,67
insulator,67
1991,66
satisfies,66
cryptography,66
receiver,66
expected,66
complex,66
remarkably,66
bound,66
holonomy,66
arguments,66
driven,66
vertically,66
october,66
november,66
sender,66
qcd,66
required,66
integrable,66
century,66
tunnel,66
allow,66
degrees,66
libre,66
bruxelles,66
bundle,66
starting,66
consisting,65
coding,65
mercury,65
responsible,65
attempts,65
typically,65
commutation,65
geometric,65
magnets,65
random,65
classically,65
end,64
perform,64
thz,64
purple,64
frequencies,64
orthomodular,64
memory,64
investigations,64
diode,64
calculate,64
pbs,64
particularly,64
iron,64
intense,64
junctions,64
whose,63
worked,63
invariance,63
exposed,63
utilizing,63
discrete,63
similar,63
department,63
involves,63
intrinsic,63
comprising,63
responses,63
nitrogens,62
integrate,62
yet,62
plus,62
argued,62
investigated,62
1d,62
peptides,62
deep,62
represent,62
resolve,62
fitting,62
analyze,62
pedagogical,62
explored,62
demonstration,62
perfect,62
opls,62
vivo,61
thickness,61
taken,61
factorization,61
frozen,61
separating,61
less,61
absolute,60
coherently,60
solutions,60
artificial,60
thin,60
crossover,60
protein,60
resistance,60
blockade,60
polarizable,60
continuum,60
continue,60
deals,60
physicist,60
compute,60
generally,59
water,59
heteronuclear,59
sciences,59
attainable,59
understand,59
widely,59
becomes,59
precisely,59
extension,59
violate,58
another,58
2dquantum,58
positive,58
strain,58
onedimensional,58
assumption,58
including,58
closed,58
crystalline,58
projection,57
despite,57
unique,57
advantages,57
emphasis,57
short,57
evaluation,57
clear,57
expressed,57
desired,57
others,57
constraints,57
sequence,57
crystals,57
1993,56
ordinary,56
bilayer,56
denominator,56
itinerant,56
superfluid,56
precise,56
halfway,56
serves,56
either,56
output,56
valid,56
diffraction,56
2d,56
meeting,56
ray,56
entire,56
decay,56
composite,55
seen,55
metallic,55
applies,55
sample,55
domain,55
period,55
coordinate,55
completeness,55
numerous,55
forces,55
dynamic,54
simultaneously,54
preserving,54
newton,54
security,54
remarkable,54
genetically,54
insights,54
slow,54
speed,54
samples,54
perpendicular,54
resonator,54
mixing,54
research,54
inequalities,54
quantumwell,54
examples,54
manifestly,54
carrying,54
produced,54
ordering,54
naturally,54
insulators,54
bacteriophage,54
arises,54
unconventional,54
completely,53
messages,53
proposes,53
successfully,53
exist,53
sound,53
irreversible,53
junction,53
symmetries,53
program,52
thinfilm,52
analogous,52
representing,52
cannot,52
combinatorial,52
occurs,52
pairs,52
attention,52
simulation,52
circuits,52
extremal,52
achieve,52
lightemitting,52
electronegativity,52
construction,52
interference,51
colored,51
diatomic,51
spacetime,51
breaking,51
propagating,51
dissipation,51
schrodinger,51
axis,51
moment,51
codes,51
illustrated,51
multi,51
dephasing,51
surface,51
constants,50
assembly,50
spectrometer,50
hartree,50
performance,50
permits,50
attracted,50
generalization,50
laws,50
nanometer,50
colloidal,50
courses,50
casimir,50
controlled,50
brownian,50
reservoir,50
sodium,50
induced,50
available,50
display,50
would,49
schemes,49
nanomagnet,49
triplet,49
analytically,49
semiconducting,49
reconsidered,49
conjugated,49
resonances,49
proportional,49
concentrations,49
value,49
induction,48
want,48
antinormal,48
uses,48
1973,48
sakurai,48
covering,48
disturbing,48
wh,48
id,48
epr,48
alice,48
predicting,48
nonvanishing,48
emit,48
assume,48
quantity,48
cos2,48
bob,48
assimilation,48
nucleon,48
jim,48
4208943,48
napolitano,48
photosynthesis,48
later,48
definite,48
jj,48
squeezed,48
rules,48
retains,48
encounters,48
cloned,48
resonating,48
disassembled,48
atmospheric,48
substances,48
species,48
epitaxialdeposition,48
relationship,48
carefully,48
guaranteed,48
signals,48
louisell,48
jumps,48
us,48
revision,48
renowned,48
reconstructed,48
teleporting,48
identifier,48
srti,48
publication,48
adjoint,48
creator,48
freestanding,48
jan,48
sufficient,48
examined,48
dual,48
certainty,48
normal,48
consistent,47
spontaneous,47
cited,47
gating,47
barrier,47
10th,47
relatively,47
effectiveness,47
shall,47
played,47
nanomagnets,47
versions,47
setting,47
cat,47
optimal,47
seventy,47
filter,47
jfp,47
relies,47
charged,47
spectacular,47
complementarity,47
indeterminancy,47
kondo,47
anniversary,47
localization,47
elucidating,47
parameters,47
interfaces,47
context,47
elucidation,47
underlies,47
tracing,47
characteristic,47
establishment,47
mathematicians,47
covered,47
books,47
fact,47
connectivities,47
spectr0scopy,47
effected,47
concise,46
multidimensional,46
newly,46
little,46
esoteric,46
injected,46
rich,46
represented,46
i1,46
theorists,46
emits,46
environment,46
singlemindedly,46
teacher,46
sending,46
nanocavity,46
obsession,46
ostrich,46
cooling,46
characteristics,46
educating,46
phys,46
induce,46
casual,46
electroluminescence,46
vlsi,46
lasing,46
plane,46
benefits,46
unhealthy,46
contravariant,46
nothing,46
gravitation,46
mechanically,46
mott,46
confinements,46
analysing,46
deserves,46
capacitance,46
prevail,46
cohesive,46
3d,46
truth,46
rev,46
final,46
postgraduate,46
distinguished,46
clearly,46
condensate,46
normally,46
job,46
environments,46
bose,46
perhaps,46
porous,46
hydroxide,46
obtained,45
1996,45
recommended,45
torsional,45
radiative,45
peaks,45
hand,45
elucidate,45
forming,45
dimentional,45
usually,45
kaluza,45
map,45
qhe,45
inserted,45
pages,45
truly,45
regarding,45
filtering,45
anti,45
semigroups,45
electromagnetism,45
generator,45
multiplets,45
bounded,45
resolution,45
nonlocal,45
characterized,45
major,45
guide,45
weinberg,45
broglie,45
steven,45
led,45
nobel,45
organic,45
1980,45
laureate,45
helped,45
khinchin,45
lvy,45
vary,44
vitro,44
fashion,44
explanations,44
aim,44
regarded,44
bps,44
discovery1,44
culminating,44
cases,44
originally,44
tilt,44
fourth,44
records,44
interferometer,44
indicate,44
take,44
average,44
summary,44
modem,44
coaxial,44
labelling,44
arranged,44
causes,44
operating,44
challenging,44
tilted,44
revolutionary,44
aberrations,44
sea,44
twentieth,44
antiferromagnets,44
predecessors,44
superficial,44
restrictive,44
probabilistic,44
ingaas,44
fastest,44
device,44
contain,44
biology,44
expansion,44
fluorophores,44
anunsorted,44
record,44
logarithmic,43
mk,43
chern,43
substrates,43
speakable,43
neoclassical,43
02,43
frs,43
micromoser,43
atiyah,43
differing,43
normalization,43
helicity,43
studies,43
unconditional,43
regularization,43
constitutes,43
spinor,43
surfaces,43
verified,43
solve,43
expositors,43
discusses,43
inelastic,43
2e,43
nonabelian,43
reach,43
exp,43
causality,43
famous,43
collected,43
modification,43
interpreters,43
computational,43
fidelity,43
consist,43
existing,43
scales,43
discreteness,43
f,43
parameter,43
580,43
exactly,43
electrode,43
simons,43
knot,43
interferometry,43
unspeakable,43
collisions,42
therefore,42
give,42
silver,42
rydberg,42
enhancing,42
1960s,42
monolayers,42
people,42
opposite,42
alloys,42
covers,42
telluridecadmium,42
upper,42
thereby,42
telluride,42
realism,42
think,42
parastatistics,42
hgte,42
conduction,42
racah,42
compounds,42
microphysical,42
metric,42
thinking,42
mystery,42
aiming,42
prolegomenon,42
meaning,42
dispersion,42
fundamentals,42
te,42
suq,42
mapping,42
incompleteness,42
jordan,42
displays,42
currently,42
refrigeration,42
lett,42
monolithic,42
creation,42
realisation,42
composed,42
wigner,42
diagonai,42
holism,42
determining,42
isotropic,42
unravel,42
undergraduate,42
highest,42
alternating,41
chemically,41
deposition,41
permit,41
laflamme,41
vapor,41
japan,41
thienyl,41
di,41
metalorganic,41
carbazole,41
academic,41
academia,41
decanyl,41
critique,41
gapless,41
sapphire,41
525,41
percnt,41
logical,41
discussion,41
platform,41
intensely,41
conductivity,41
especially,41
poly,41
combines,41
hepta,41
variates,41
alt,41
pcdtbt,41
allows,41
family,41
cluster,41
acts,41
conduit,41
interactive,41
unreasonable,41
piezoelectric,41
competing,41
gainn,41
approaching,41
necessity,41
nitrides,41
concrete,41
shaped,41
step,41
question,41
aggregates,41
partial,41
gl,41
knill,41
demonstrations,41
consideration,41
examination,41
ambiguous,41
differntial,41
supports,41
benzothiadiazole,41
extends,41
urged,41
her2,40
brassard,40
represents,40
i5n,40
preparation,40
shallow,40
delays,40
eigenstates,40
calculating,40
pseudomorphic,40
hsqc,40
targets,40
marker,40
year,40
specifically,40
nanostructures,40
morphological,40
though,40
label,40
cancer,40
promising,40
assumes,40
profiles,40
flaws,40
readout,40
immunofluorescent,40
180,40
imperfect,40
pbse,40
lattices,40
create,40
survey,40
integer,40
5ga0,40
allowing,40
proof,40
varied,40
inputs,40
emerging,40
singlets,40
bb84,40
layer,40
5as,40
wider,40
adversary,40
in0,40
intriguing,39
commons,39
reported,39
renormalizable,39
birefringence,39
extrinsic,39
curvatures,39
anyonic,39
reuse,39
intracavity,39
creative,39
locality,39
unrestricted,39
extra,39
colliders,39
anyons,39
college,39
provided,39
assumed,39
attribution,39
utilize,39
consequence,39
aims,39
serve,39
joining,39
permission,39
pl,39
finesse,39
smallness,39
